MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
202005,SpecialistsFFS,SLEEP CENTER,Payer W,465
202005,SpecialistsFFS,SLEEP DIAGNOSTIC FACILITY,Payer F,2443
202005,SpecialistsFFS,SLEEP MEDICINE,Payer F,869
202005,SpecialistsFFS,Sleep Medicine,Payer S,173
202005,SpecialistsFFS,SOCIAL WORKER,Payer H,699
202005,SpecialistsFFS,SPECIAL SERVICES,Payer H,550
202005,SpecialistsFFS,SPEECH THERAPIST,Payer F,156
202005,SpecialistsFFS,SPINAL CORD INJURY MEDICINE,Payer F,1809
202005,SpecialistsFFS,Sports Medicine,Payer B,192
202005,SpecialistsFFS,SPORTS MEDICINE,Payer CA,280
202005,SpecialistsFFS,SPORTS MEDICINE,Payer F,2132
202005,SpecialistsFFS,SPTMED,Payer W,1326
202005,SpecialistsFFS,SUBST,Payer W,583
202005,SpecialistsFFS,SURGERY ONCOLOGY,Payer F,463
202005,SpecialistsFFS,"Surgery, General",Payer S,106
202005,SpecialistsFFS,Surgical Assistant Employer,Payer B,1282
202005,SpecialistsFFS,SURGICAL ONCOLOGY,Payer CA,40
202005,SpecialistsFFS,SURGICAL ONCOLOGY,Payer W,64
202005,SpecialistsFFS,THERAPY,Payer F,57
202005,SpecialistsFFS,THERAPY,Payer O,375
202005,SpecialistsFFS,THORACIC & CARDIOVASCULAR SURGERY,Payer W,462
202005,SpecialistsFFS,THORACIC SURGERY,Payer CA,454
202005,SpecialistsFFS,THORACIC SURGERY,Payer F,370
202005,SpecialistsFFS,THORACIC SURGERY,Payer O,61
202005,SpecialistsFFS,TRANSPLANT HEPATOLOGY,Payer W,195
202005,SpecialistsFFS,TRANSPLANT SURGERY,Payer F,106
202005,SpecialistsFFS,URGENT CARE CENTER,Payer CA,0
202005,SpecialistsFFS,UROGYNECOLOGY,Payer CA,113
202005,SpecialistsFFS,UROGYNECOLOGY,Payer F,563
202005,SpecialistsFFS,UROGYNECOLOGY,Payer O,504
202005,SpecialistsFFS,Urology,Payer B,2027
202005,SpecialistsFFS,UROLOGY,Payer CA,3541
202005,SpecialistsFFS,UROLOGY,Payer F,9138
202005,SpecialistsFFS,UROLOGY,Payer O,2203
202005,SpecialistsFFS,Urology,Payer S,601
202005,SpecialistsFFS,UROLOGY,Payer W,1890
202005,SpecialistsFFS,Vascular & Interventional Rad,Payer S,97
202005,SpecialistsFFS,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,159
202005,SpecialistsFFS,VASCULAR SURGERY,Payer B,372
202005,SpecialistsFFS,VASCULAR SURGERY,Payer CA,498
202005,SpecialistsFFS,VASCULAR SURGERY,Payer F,6297
202005,SpecialistsFFS,VASCULAR SURGERY,Payer O,2838
202005,SpecialistsFFS,Vascular Surgery,Payer S,69
202005,SpecialistsFFS,VASCULAR SURGERY,Payer W,2410
202005,SpecialistsFFS,WOUND CARE SPECIALISTS,Payer F,60
202006,AncillaryFFS,,Payer F,812
202006,AncillaryFFS,,Payer O,3206
202006,AncillaryFFS,ACUTE SHORT TERM HOSPITAL,Payer CO,12467
202006,AncillaryFFS,Advanced Registered Nurse Prac,Payer UN,128
202006,AncillaryFFS,ADVANCED REGISTERED NURSE PRACTITIONER,Payer B,0
202006,AncillaryFFS,ADVANCED RN PRACT,Payer CA,533
202006,AncillaryFFS,ALLERGY & IMMUNOLOGY,Payer F,54
202006,AncillaryFFS,AMBULANCE,Payer CA,10590
202006,AncillaryFFS,AMBULANCE,Payer F,15220
202006,AncillaryFFS,AMBULANCE,Payer H,17017
202006,AncillaryFFS,AMBULANCE,Payer O,1240
202006,AncillaryFFS,Ambulance,Payer S,929
202006,AncillaryFFS,AMBULANCE,Payer W,767
202006,AncillaryFFS,Ambulance - Emergency Land,Payer S,1734
202006,AncillaryFFS,AMBULANCE SERVICE,Payer B,638
202006,AncillaryFFS,AMBULATORY SURGICAL CENTER,Payer W,496
202006,AncillaryFFS,AMBULATORY SURGICAL FACILITY,Payer CO,370
202006,AncillaryFFS,Ambulatory Transportation Services,Payer UN,613
202006,AncillaryFFS,ANESTHESIA,Payer CO,817
202006,AncillaryFFS,ANESTHESIOLOGIST,Payer H,1665
202006,AncillaryFFS,Anesthesiology,Payer UN,87
202006,AncillaryFFS,Audiology,Payer UN,0
202006,AncillaryFFS,CARD ELECTROPHYSIOLO,Payer CA,144
202006,AncillaryFFS,CARDIAC ELECTROPHYSIOLOGY,Payer F,122
202006,AncillaryFFS,CARDIOLOGY,Payer CA,201
202006,AncillaryFFS,CARDIOLOGY,Payer CO,1528
202006,AncillaryFFS,CARDIOLOGY,Payer F,475
202006,AncillaryFFS,Cardiology,Payer UN,83
202006,AncillaryFFS,CARDIOLOGY,Payer W,243
202006,AncillaryFFS,Cardiology/Cardiovascular Disease,Payer B,0
202006,AncillaryFFS,Chiropractic,Payer B,0
202006,AncillaryFFS,CHIROPRACTIC,Payer CO,10
202006,AncillaryFFS,Chiropractic Medicine,Payer UN,0
202006,AncillaryFFS,Clinical Laboratory,Payer UL,331
202006,AncillaryFFS,Colon/Rectal Surgery,Payer UN,0
202006,AncillaryFFS,COMMUNITY MENTAL HEALTH CENTER,Payer W,527
202006,AncillaryFFS,COVERING PHYSICIAN,Payer CA,448
202006,AncillaryFFS,CRITICAL CARE PHYSICIAN,Payer CO,1239
202006,AncillaryFFS,Critical/Intensive Care Med,Payer UN,0
202006,AncillaryFFS,CTC,Payer W,982
202006,AncillaryFFS,DEFAULT,Payer F,101
202006,AncillaryFFS,DENTISTRY,Payer CO,363
202006,AncillaryFFS,DERMATOLOGY,Payer CO,521
202006,AncillaryFFS,DERMATOLOGY,Payer O,787
202006,AncillaryFFS,Dermatology,Payer UN,170
202006,AncillaryFFS,DERMATOPATHOLOGY,Payer F,837
202006,AncillaryFFS,DERMATOPATHOLOGY,Payer O,189
202006,AncillaryFFS,Dermatopathology,Payer UN,1107
202006,AncillaryFFS,DIAG X-RAY CLINIC,Payer H,2077
202006,AncillaryFFS,Diagnostics(Sleep Studies Lab),Payer UN,147
202006,AncillaryFFS,DIALYSIS,Payer W,2246
202006,AncillaryFFS,DME & Supplies,Payer S,527
202006,AncillaryFFS,Doctor of Psychology,Payer UN,59
202006,AncillaryFFS,DURABLE MEDICAL EQUIPMENT,Payer B,1856
202006,AncillaryFFS,DURABLE MEDICAL EQUIPMENT,Payer CA,2244
202006,AncillaryFFS,DURABLE MEDICAL EQUIPMENT,Payer CO,769
202006,AncillaryFFS,DURABLE MEDICAL EQUIPMENT,Payer W,4391
202006,AncillaryFFS,Durable Medical Supply,Payer UN,2020
202006,AncillaryFFS,EMERGENCY MEDICINE,Payer F,886
202006,AncillaryFFS,Emergency Medicine,Payer UN,118
202006,AncillaryFFS,"EMERGENCY MEDICINE, GENERAL PRACTICE",Payer B,0
202006,AncillaryFFS,EMERGENCY PHYSICIAN,Payer CO,355
202006,AncillaryFFS,Emergency Response Systems,Payer S,29
202006,AncillaryFFS,EMERGENCY ROOM,Payer CA,198
202006,AncillaryFFS,EMERGENCY ROOM,Payer W,616
202006,AncillaryFFS,ENDOCRINOLOGY,Payer CO,275
202006,AncillaryFFS,ENDOCRINOLOGY,Payer F,376
202006,AncillaryFFS,ENDOCRINOLOGY,Payer O,109
202006,AncillaryFFS,Endocrinology,Payer UN,0
202006,AncillaryFFS,ENDOCRINOLOGY,Payer W,97
202006,AncillaryFFS,Ent/Otolaryngology,Payer UN,0
202006,AncillaryFFS,FAMILY PRACTICE,Payer B,1128
202006,AncillaryFFS,FAMILY PRACTICE,Payer CA,170
202006,AncillaryFFS,FAMILY PRACTICE,Payer CO,1014
202006,AncillaryFFS,FAMILY PRACTICE,Payer F,1273
202006,AncillaryFFS,FAMILY PRACTICE,Payer O,1728
202006,AncillaryFFS,Family Practice,Payer UN,358
202006,AncillaryFFS,FAMILY PRACTICE,Payer W,442
202006,AncillaryFFS,Gastroenterology,Payer B,0
202006,AncillaryFFS,GASTROENTEROLOGY,Payer CA,133
202006,AncillaryFFS,GASTROENTEROLOGY,Payer CO,1782
202006,AncillaryFFS,GASTROENTEROLOGY,Payer F,404
202006,AncillaryFFS,GASTROENTEROLOGY,Payer O,202
202006,AncillaryFFS,Gastroenterology,Payer UN,251
202006,AncillaryFFS,GASTROENTEROLOGY,Payer W,132
202006,AncillaryFFS,GENERAL PRACTICE,Payer B,149
202006,AncillaryFFS,GENERAL PRACTICE,Payer CA,0
202006,AncillaryFFS,GENERAL PRACTICE,Payer F,1863
202006,AncillaryFFS,GENERAL PRACTICE,Payer O,42
202006,AncillaryFFS,General Practice,Payer S,221
202006,AncillaryFFS,General Practice,Payer UN,0
202006,AncillaryFFS,GENERAL PRACTICE,Payer W,187
202006,AncillaryFFS,GENERAL SURGERY,Payer B,0
202006,AncillaryFFS,GENERAL SURGERY,Payer CA,128
202006,AncillaryFFS,GENERAL SURGERY,Payer F,552
202006,AncillaryFFS,General Surgery,Payer UN,183
202006,AncillaryFFS,GENERAL SURGERY,Payer W,105
202006,AncillaryFFS,GENETICS,Payer F,84
202006,AncillaryFFS,Geriatric Medicine,Payer UN,0
202006,AncillaryFFS,HEALTH CARE PROFESSIONALS-OTHER,Payer CO,540
202006,AncillaryFFS,Hematology/Oncology,Payer B,85
202006,AncillaryFFS,HEMATOLOGY/ONCOLOGY,Payer CO,5296
202006,AncillaryFFS,HEMATOLOGY/ONCOLOGY,Payer F,795
202006,AncillaryFFS,HEMATOLOGY/ONCOLOGY,Payer W,332
202006,AncillaryFFS,HHA,Payer W,456
202006,AncillaryFFS,HINF,Payer W,736
202006,AncillaryFFS,HOME HEALTH,Payer F,25215
202006,AncillaryFFS,HOME HEALTH,Payer O,3935
202006,AncillaryFFS,HOME HEALTH AGENCY,Payer W,743
202006,AncillaryFFS,HOME HEALTH CARE,Payer CA,0
202006,AncillaryFFS,Home Health Care,Payer UN,1347
202006,AncillaryFFS,HOME HEALTH CARE AGENCY,Payer CO,1423
202006,AncillaryFFS,HOME HEALTH CENTER,Payer H,6922
202006,AncillaryFFS,HOS/ANCILLARY,Payer F,307
202006,AncillaryFFS,HOSPITAL,Payer CA,757
202006,AncillaryFFS,HOSPITAL,Payer F,45
202006,AncillaryFFS,Hospital,Payer UN,82
202006,AncillaryFFS,HOSPITAL,Payer W,16304
202006,AncillaryFFS,HOSPITALIST,Payer B,0
202006,AncillaryFFS,Hospitalist,Payer UN,1289
202006,AncillaryFFS,Hyper Baric Treatment,Payer UN,227
202006,AncillaryFFS,INDEPENDENT LAB,Payer F,5479
202006,AncillaryFFS,INDEPENDENT LAB,Payer H,1951
202006,AncillaryFFS,INDEPENDENT LAB,Payer O,1164
202006,AncillaryFFS,INFECTIOUS DISEASE,Payer F,691
202006,AncillaryFFS,INFECTIOUS DISEASES,Payer CO,170
202006,AncillaryFFS,INFUSION CARE,Payer W,518
202006,AncillaryFFS,Internal Medicine,Payer B,659
202006,AncillaryFFS,INTERNAL MEDICINE,Payer CA,166
202006,AncillaryFFS,INTERNAL MEDICINE,Payer CO,3458
202006,AncillaryFFS,INTERNAL MEDICINE,Payer F,2107
202006,AncillaryFFS,INTERNAL MEDICINE,Payer O,2277
202006,AncillaryFFS,Internal Medicine,Payer S,105
202006,AncillaryFFS,Internal Medicine,Payer UN,281
202006,AncillaryFFS,INTERNAL MEDICINE,Payer W,195
202006,AncillaryFFS,INTERVENTIONAL CARDIOLOGY,Payer F,103
202006,AncillaryFFS,INTERVENTIONAL CARDIOLOGY,Payer O,100
202006,AncillaryFFS,INTERVENTIONAL CARDIOLOGY,Payer W,26
202006,AncillaryFFS,LABORATORY,Payer CA,2616
202006,AncillaryFFS,LABORATORY,Payer CO,272
202006,AncillaryFFS,Laboratory,Payer S,909
202006,AncillaryFFS,Laboratory,Payer UN,4501
202006,AncillaryFFS,LABORATORY,Payer W,2652
202006,AncillaryFFS,LABORATORY CENTER,Payer CO,2495
202006,AncillaryFFS,LABS(CLINICAL),Payer B,407
202006,AncillaryFFS,Lic Clinical Social Worker,Payer S,58
202006,AncillaryFFS,LICENSED CLIN SOC WO,Payer CA,0
202006,AncillaryFFS,Licensed Counselor/Social Wrk,Payer UN,148
202006,AncillaryFFS,MEDICAL DOCTOR,Payer H,10584
202006,AncillaryFFS,MEDICAL SUPPLIER (DME),Payer F,18053
202006,AncillaryFFS,MEDICAL SUPPLIER (DME),Payer O,4856
202006,AncillaryFFS,MEDICAL SUPPLY COMPANY WITHOUT ORTHOTIST AND  PROS,Payer B,774
202006,AncillaryFFS,MENTAL HEALTH PROFESSIONAL,Payer CO,672
202006,AncillaryFFS,MENTAL HEALTH PROVIDER,Payer CO,544
202006,AncillaryFFS,MINI CLINIC,Payer B,29
202006,AncillaryFFS,MOBIL,Payer W,486
202006,AncillaryFFS,NEPHROLOGY,Payer B,0
202006,AncillaryFFS,NEPHROLOGY,Payer CA,216
202006,AncillaryFFS,NEPHROLOGY,Payer CO,1575
202006,AncillaryFFS,NEPHROLOGY,Payer F,922
202006,AncillaryFFS,NEPHROLOGY,Payer O,105
202006,AncillaryFFS,Nephrology,Payer UN,0
202006,AncillaryFFS,NEPHROLOGY,Payer W,91
202006,AncillaryFFS,Neurology,Payer B,0
202006,AncillaryFFS,NEUROLOGY,Payer CA,306
202006,AncillaryFFS,NEUROLOGY,Payer CO,2409
202006,AncillaryFFS,NEUROLOGY,Payer F,103
202006,AncillaryFFS,NEUROLOGY,Payer O,59
202006,AncillaryFFS,NEUROSURGERY,Payer F,2317
202006,AncillaryFFS,Neurosurgery,Payer UN,0
202006,AncillaryFFS,NOT MAPPED,Payer CO,448
202006,AncillaryFFS,NOTPROVIDED,Payer B,813
202006,AncillaryFFS,NURPRC,Payer W,66
202006,AncillaryFFS,NURSE ANESTHETIST,Payer H,131
202006,AncillaryFFS,NURSE PRACTITIONER,Payer CA,0
202006,AncillaryFFS,NURSE PRACTITIONER,Payer CO,418
202006,AncillaryFFS,Nurse Practitioner (Arnp),Payer UN,493
202006,AncillaryFFS,NURSE PRACTITIONERS,Payer H,661
202006,AncillaryFFS,Ob/Gyn,Payer B,194
202006,AncillaryFFS,OBSTETRICS & GYNECOLOGY,Payer CO,1393
202006,AncillaryFFS,OBSTETRICS & GYNECOLOGY,Payer W,0
202006,AncillaryFFS,Obstetrics And Gynecology,Payer UN,0
202006,AncillaryFFS,OCCTHY,Payer W,412
202006,AncillaryFFS,Occupational Therapy,Payer UN,0
202006,AncillaryFFS,Oncology,Payer B,0
202006,AncillaryFFS,ONCOLOGY,Payer F,226
202006,AncillaryFFS,Oncology & Hematology,Payer UN,0
202006,AncillaryFFS,OPHTHALMOLOGY,Payer CO,394
202006,AncillaryFFS,Ophthamology,Payer B,0
202006,AncillaryFFS,Opthalmology,Payer UN,36
202006,AncillaryFFS,Optometry,Payer B,0
202006,AncillaryFFS,OPTOMETRY,Payer CO,95
202006,AncillaryFFS,Optometry,Payer UN,0
202006,AncillaryFFS,Orthopedic Surgery,Payer B,0
202006,AncillaryFFS,ORTHOPEDIC SURGERY,Payer F,873
202006,AncillaryFFS,Orthopedic Surgery,Payer UN,139
202006,AncillaryFFS,ORTHOPEDICS,Payer CO,829
202006,AncillaryFFS,ORTHOTICS/PROSTHETICS,Payer CA,642
202006,AncillaryFFS,ORTHOTICS/PROSTHETICS,Payer W,803
202006,AncillaryFFS,OSTEOPATH,Payer H,2420
202006,AncillaryFFS,OTHER SPECIALIST,Payer H,579
202006,AncillaryFFS,OTHERS,Payer F,555
202006,AncillaryFFS,OTHERS,Payer O,57
202006,AncillaryFFS,OTOLARYNGOLOGY,Payer CO,459
202006,AncillaryFFS,Otology / Neurotology,Payer UN,0
202006,AncillaryFFS,PAIN MANAGEMENT,Payer B,0
202006,AncillaryFFS,PAIN MANAGEMENT,Payer F,736
202006,AncillaryFFS,PAIN MANAGEMENT,Payer O,268
202006,AncillaryFFS,Pain Management,Payer UN,0
202006,AncillaryFFS,PAIN MANAGEMENT,Payer W,1069
202006,AncillaryFFS,PATHOLOGY,Payer CA,1536
202006,AncillaryFFS,PATHOLOGY,Payer CO,423
202006,AncillaryFFS,PATHOLOGY,Payer F,1833
202006,AncillaryFFS,PATHOLOGY,Payer O,625
202006,AncillaryFFS,Pathology,Payer UN,1721
202006,AncillaryFFS,PATHOLOGY,Payer W,881
202006,AncillaryFFS,Pediatric Medicine,Payer B,0
202006,AncillaryFFS,PEDIATRICS,Payer F,283
202006,AncillaryFFS,Pediatrics,Payer UN,0
202006,AncillaryFFS,PHARMACY,Payer B,596
202006,AncillaryFFS,PHYS MEDICINE REHAB,Payer F,747
202006,AncillaryFFS,PHYSICAL MEDICINE & REHAB,Payer CA,917
202006,AncillaryFFS,PHYSICAL MEDICINE & REHABILITATION,Payer W,97
202006,AncillaryFFS,Physical Medicine and Rehabilitation,Payer B,0
202006,AncillaryFFS,PHYSICAL REHABILITATION PROFESSIONA,Payer CO,687
202006,AncillaryFFS,Physical Therapy,Payer UN,1050
202006,AncillaryFFS,PHYSICIAL MEDICINE,Payer CO,2220
202006,AncillaryFFS,PHYSICIAN ASSISTANT,Payer B,0
202006,AncillaryFFS,PHYSICIAN ASSISTANT,Payer CO,1944
202006,AncillaryFFS,PHYSICIAN ASSISTANT,Payer H,2371
202006,AncillaryFFS,Physician Assistant,Payer UN,102
202006,AncillaryFFS,PODIATRIST,Payer H,631
202006,AncillaryFFS,PODIATRY,Payer B,67
202006,AncillaryFFS,PODIATRY,Payer CO,350
202006,AncillaryFFS,PODIATRY,Payer F,161
202006,AncillaryFFS,Podiatry,Payer UN,471
202006,AncillaryFFS,PODIATRY,Payer W,31
202006,AncillaryFFS,PREVENTIVE MEDICINE,Payer F,177
202006,AncillaryFFS,PROSTHETIC & ORTHOTICS,Payer F,1748
202006,AncillaryFFS,PROSTHETIC & ORTHOTICS,Payer O,950
202006,AncillaryFFS,PROSTHETIC ORTHOTIC SUPPLIER,Payer B,685
202006,AncillaryFFS,PSYCA,Payer W,216
202006,AncillaryFFS,PSYCH HOSPITAL,Payer W,1331
202006,AncillaryFFS,Psychiatry,Payer B,201
202006,AncillaryFFS,PSYCHIATRY,Payer CA,0
202006,AncillaryFFS,PSYCHIATRY,Payer W,895
202006,AncillaryFFS,PSYCHOLOGIST,Payer H,2075
202006,AncillaryFFS,Psychology,Payer UN,302
202006,AncillaryFFS,PSYCHOLOGY,Payer W,805
202006,AncillaryFFS,PULMONARY DISEASE,Payer F,1325
202006,AncillaryFFS,PULMONARY DISEASE,Payer O,28
202006,AncillaryFFS,PULMONARY DISEASES,Payer W,829
202006,AncillaryFFS,PULMONARY/CRITICAL CARE,Payer CO,1878
202006,AncillaryFFS,Pulmonology,Payer UN,280
202006,AncillaryFFS,RADIATION ONCOLOGY,Payer F,1294
202006,AncillaryFFS,RADIATION ONCOLOGY,Payer O,144
202006,AncillaryFFS,RADIATION THERAPY,Payer CO,358
202006,AncillaryFFS,Radiation Therapy,Payer UN,0
202006,AncillaryFFS,RADIOL,Payer W,21
202006,AncillaryFFS,Radiology,Payer B,0
202006,AncillaryFFS,RADIOLOGY,Payer CO,1232
202006,AncillaryFFS,RADIOLOGY,Payer F,571
202006,AncillaryFFS,RADIOLOGY,Payer O,185
202006,AncillaryFFS,Radiology,Payer UN,361
202006,AncillaryFFS,RADIOLOGY,Payer W,258
202006,AncillaryFFS,Radiology (Diagnostic),Payer UN,0
202006,AncillaryFFS,RADIOLOGY CENTER,Payer CO,335
202006,AncillaryFFS,RADIOLOGY IMAGING CENTER,Payer B,0
202006,AncillaryFFS,RADIOLOGY IMAGING PROVIDER,Payer F,2349
202006,AncillaryFFS,RADIOLOGY IMAGING PROVIDER,Payer O,28
202006,AncillaryFFS,Radiology Oncology,Payer UN,0
202006,AncillaryFFS,Reciprocity Physician,Payer UN,0
202006,AncillaryFFS,REGISTERED NURSE,Payer H,203
202006,AncillaryFFS,RENAL DIALYSIS FACILITY,Payer F,17632
202006,AncillaryFFS,RENAL DIALYSIS FACILITY,Payer O,3019
202006,AncillaryFFS,RHEUMATOLOGY,Payer CO,1202
202006,AncillaryFFS,RHEUMATOLOGY,Payer F,99
202006,AncillaryFFS,Rheumatology,Payer UN,0
202006,AncillaryFFS,SLEEP CENTER,Payer W,292
202006,AncillaryFFS,SLEEP DIAGNOSTIC CENTER,Payer CO,1464
202006,AncillaryFFS,SLEEP DIAGNOSTIC FACILITY,Payer F,589
202006,AncillaryFFS,SLEEP DIAGNOSTIC FACILITY,Payer O,778
202006,AncillaryFFS,SLEEP MEDICINE,Payer CA,156
202006,AncillaryFFS,Social Worker,Payer UN,0
202006,AncillaryFFS,SPECIAL SERVICES,Payer H,9199
202006,AncillaryFFS,Specialty Pharmacies,Payer B,2161
202006,AncillaryFFS,SUBST,Payer W,1065
202006,AncillaryFFS,SURGERY,Payer CO,1198
202006,AncillaryFFS,Surgery (Plastic),Payer UN,0
202006,AncillaryFFS,Surgery (Thoracic),Payer UN,0
202006,AncillaryFFS,Surgery (Vascular),Payer UN,0
202006,AncillaryFFS,Surgical Assistant Employer,Payer B,0
202006,AncillaryFFS,TRANSPORTATION,Payer CO,368
202006,AncillaryFFS,URGENT CARE CENTER,Payer B,299
202006,AncillaryFFS,URGENT CARE CENTER,Payer CA,2124
202006,AncillaryFFS,URGENT CARE CENTER,Payer F,487
202006,AncillaryFFS,URGENT CARE CENTER,Payer O,240
202006,AncillaryFFS,Urgent Care Center,Payer S,113
202006,AncillaryFFS,URGENT CARE CENTER,Payer W,358
202006,AncillaryFFS,Urgent Care Facility,Payer UN,421
202006,AncillaryFFS,UROLOGY,Payer CO,1635
202006,AncillaryFFS,UROLOGY,Payer F,725
202006,AncillaryFFS,UROLOGY,Payer O,184
202006,AncillaryFFS,Urology,Payer UN,0
202006,AncillaryFFS,VASCULAR SURGERY,Payer CO,1351
202006,AncillaryFFS,VASCULAR SURGERY,Payer F,259
202006,AncillaryFFS,VISION,Payer F,4181
202006,AncillaryFFS,VISION,Payer O,517
202006,AncillaryFFS,WOUND,Payer W,2395
202006,AncillaryFFS,WOUND CARE SPECIALISTS,Payer F,1013
202006,AncillaryFFS,WOUND CARE SPECIALISTS,Payer O,918
202006,AncillaryFFS,WOUNDCARE,Payer CA,125
202006,ASCServices,AMBULATORY SURGERY CENTER,Payer B,625
202006,ASCServices,Ambulatory Surgery Center,Payer S,770
202006,ASCServices,AMBULATORY SURGICAL CENTER,Payer CA,1091
202006,ASCServices,AMBULATORY SURGICAL CENTER,Payer F,3594
202006,ASCServices,AMBULATORY SURGICAL CENTER,Payer W,626
202006,ASCServices,Ambulatory Surgical Centers,Payer UN,2617
202006,ASCServices,ANESTHESIOLOGIST,Payer H,1980
202006,ASCServices,ANESTHESIOLOGY,Payer CA,874
202006,ASCServices,ANESTHESIOLOGY,Payer F,1009
202006,ASCServices,ANESTHESIOLOGY,Payer O,1992
202006,ASCServices,Anesthesiology,Payer S,77
202006,ASCServices,Anesthesiology,Payer UN,2493
202006,ASCServices,ANESTHESIOLOGY,Payer W,1657
202006,ASCServices,"Anesthetist, Nurse",Payer S,95
202006,ASCServices,ASC,Payer F,17302
202006,ASCServices,ASC,Payer O,6346
202006,ASCServices,CERTIFIED REGISTERED NURSE ANESTHETIST,Payer B,573
202006,ASCServices,COLORECTAL SURGERY,Payer F,819
202006,ASCServices,ENT,Payer F,631
202006,ASCServices,Gastroenterology,Payer B,945
202006,ASCServices,GASTROENTEROLOGY,Payer CA,2343
202006,ASCServices,GASTROENTEROLOGY,Payer F,2438
202006,ASCServices,GASTROENTEROLOGY,Payer O,586
202006,ASCServices,Gastroenterology,Payer UN,746
202006,ASCServices,GASTROENTEROLOGY,Payer W,466
202006,ASCServices,GENERAL SURGERY,Payer F,231
202006,ASCServices,HAND SURGERY,Payer F,1280
202006,ASCServices,INDEPENDENT LAB,Payer F,1368
202006,ASCServices,INDEPENDENT LAB,Payer O,1160
202006,ASCServices,INTERNAL MEDICINE,Payer B,195
202006,ASCServices,MEDICAL DOCTOR,Payer H,4374
202006,ASCServices,NEPHROLOGY,Payer F,210
202006,ASCServices,NEUROSURGERY,Payer F,1006
202006,ASCServices,OBSTETRICS & GYNECOLOGY,Payer F,619
202006,ASCServices,Ophthamology,Payer B,378
202006,ASCServices,Opthalmology,Payer UN,559
202006,ASCServices,ORTHOPEDIC SURGERY,Payer F,901
202006,ASCServices,ORTHOPEDIC SURGERY,Payer O,679
202006,ASCServices,Orthopedic Surgery,Payer UN,0
202006,ASCServices,OSTEOPATH,Payer H,1209
202006,ASCServices,PAIN MANAGEMENT,Payer B,244
202006,ASCServices,PAIN MANAGEMENT,Payer F,419
202006,ASCServices,PAIN MANAGEMENT,Payer O,367
202006,ASCServices,Pain Management,Payer UN,499
202006,ASCServices,PAIN MANAGEMENT,Payer W,452
202006,ASCServices,Pathology,Payer B,1716
202006,ASCServices,PATHOLOGY,Payer F,455
202006,ASCServices,PATHOLOGY,Payer O,2326
202006,ASCServices,PEDANE,Payer W,57
202006,ASCServices,PHYS MEDICINE REHAB,Payer F,1275
202006,ASCServices,PHYS MEDICINE REHAB,Payer O,856
202006,ASCServices,Physical Therapy,Payer UN,799
202006,ASCServices,PHYSICIAN ASSISTANT,Payer H,144
202006,ASCServices,PODIATRIST,Payer H,564
202006,ASCServices,Podiatry,Payer UN,1389
202006,ASCServices,PODIATRY,Payer W,860
202006,ASCServices,SURGICAL CENTER,Payer H,8111
202006,ASCServices,UROLOGY,Payer F,658
202006,ASCServices,Urology,Payer UN,94
202006,ASCServices,UROLOGY,Payer W,510
202006,ERServices,ACUTE CARE HOSPITAL,Payer B,232
202006,ERServices,ADVANCED RN PRACT,Payer CA,147
202006,ERServices,ARNP,Payer CA,333
202006,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,18
202006,ERServices,CARDIOLOGY,Payer F,39
202006,ERServices,CARDIOLOGY,Payer O,14
202006,ERServices,Cardiology,Payer UN,21
202006,ERServices,CARDIOLOGY,Payer W,10
202006,ERServices,Cardiovascular Disease,Payer S,0
202006,ERServices,CRITICAL CARE,Payer F,456
202006,ERServices,DIAG X-RAY CLINIC,Payer H,774
202006,ERServices,DIAGNOSTIC RADIOLOGY,Payer CA,1255
202006,ERServices,DIAGNOSTIC RADIOLOGY,Payer F,40
202006,ERServices,Diagnostic Radiology,Payer S,174
202006,ERServices,Doctor of Psychology,Payer UN,258
202006,ERServices,EMERGENCY MEDICINE,Payer F,2557
202006,ERServices,EMERGENCY MEDICINE,Payer O,698
202006,ERServices,Emergency Medicine,Payer S,1875
202006,ERServices,Emergency Medicine,Payer UN,1435
202006,ERServices,"EMERGENCY MEDICINE, GENERAL PRACTICE",Payer B,2073
202006,ERServices,EMERGENCY ROOM,Payer CA,6636
202006,ERServices,EMERGENCY ROOM,Payer W,1493
202006,ERServices,FAMILY NURSE PRACTIONER,Payer CA,149
202006,ERServices,FAMILY PRACTICE,Payer CA,1543
202006,ERServices,FAMILY PRACTICE,Payer F,2346
202006,ERServices,FAMILY PRACTICE,Payer O,228
202006,ERServices,FAMILY PRACTICE,Payer W,898
202006,ERServices,GENERAL PRACTICE,Payer F,311
202006,ERServices,GENERAL PRACTICE,Payer W,813
202006,ERServices,GENERAL SURGERY,Payer F,398
202006,ERServices,HOSPITAL,Payer CA,1742
202006,ERServices,HOSPITAL,Payer H,60540
202006,ERServices,Hospital,Payer UN,8325
202006,ERServices,HOSPITAL,Payer W,2895
202006,ERServices,HOSPITAL ACUTE CARE,Payer B,837
202006,ERServices,Hospital-General,Payer UL,0
202006,ERServices,HOSPITALIST,Payer F,344
202006,ERServices,Imaging Facility,Payer S,221
202006,ERServices,INTERNAL MEDICINE,Payer CA,512
202006,ERServices,INTERNAL MEDICINE,Payer F,444
